Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,TotalPrice
2024-12-02,North,Desk,16,1819,Chennai,Retail,0.19178864179963726,John,UPI,Yes,Yes,10702,Customer_701,14.730480247594606,2024-12-02,2024-12-05,Ryan,23522.183369063358
2024-12-03,West,Chair,15,1901,Mumbai,Retail,0.25603966596076594,John,Cash,Yes,No,10703,Customer_702,8.126599319758936,2024-12-03,2024-12-06,Sophie,21214.028925128758
2024-12-04,South,Printer,13,1319,Delhi,Retail,0.22121189160920138,Meera,UPI,Yes,No,10704,Customer_703,30.667374480930203,2024-12-04,2024-12-07,Eric,13353.879694577023
2024-12-05,East,Printer,1,1604,Chennai,Retail,0.26466172116809716,Amit,UPI,No,No,10705,Customer_704,39.041495547818556,2024-12-05,2024-12-08,Eric,1179.482599246372
2024-12-06,South,Printer,17,977,Bangalore,Retail,0.13016641454564384,Sara,UPI,No,Yes,10706,Customer_705,9.976063418089675,2024-12-06,2024-12-09,Cameron,14447.066020811402
2024-12-07,Central,Phone,3,643,Chennai,Retail,0.22427913842983274,John,Card,Yes,Yes,10707,Customer_706,42.72520192670233,2024-12-07,2024-12-10,Sophie,1496.3655419688528
2024-12-08,North,Desk,15,497,Chennai,Corporate,0.2999254690287133,Meera,Card,No,No,10708,Customer_707,29.997904027796743,2024-12-08,2024-12-11,Sophie,5219.055628390943
2024-12-09,East,Printer,4,1007,Mumbai,Retail,0.21747935925588577,John,UPI,No,No,10709,Customer_708,36.048605546377615,2024-12-09,2024-12-12,Cameron,3151.993140917292
2024-12-10,East,Printer,4,1960,Mumbai,Corporate,0.03425513407113965,Amit,Card,No,Yes,10710,Customer_709,48.71308318738908,2024-12-10,2024-12-13,Ryan,7571.439748882265
2024-12-11,Central,Phone,18,1044,Bangalore,Retail,0.1554956167287549,Sara,Cash,Yes,No,10711,Customer_710,8.765644471146379,2024-12-11,2024-12-14,Sophie,15869.926370433239
2024-12-12,Central,Phone,17,1215,Mumbai,Retail,0.1762043373729084,Amit,Card,No,Yes,10712,Customer_711,45.555081034000516,2024-12-12,2024-12-15,Cameron,17015.499411562578
2024-12-13,West,Printer,19,1584,Chennai,Retail,0.05226320252141729,Meera,Cash,No,Yes,10713,Customer_712,10.674621319433419,2024-12-13,2024-12-16,Sophie,28523.086656915428
2024-12-14,North,Laptop,11,1597,Chennai,Retail,0.28886749025341124,John,Cash,Yes,Yes,10714,Customer_713,22.6831462986507,2024-12-14,2024-12-17,Cameron,12492.464798718325
2024-12-15,North,Printer,3,753,Mumbai,Corporate,0.05267393329038489,Amit,Card,Yes,No,10715,Customer_714,43.31474133490015,2024-12-15,2024-12-18,Eric,2140.0095846970203
2024-12-16,South,Printer,8,502,Chennai,Corporate,0.05326737591396683,Meera,Card,No,No,10716,Customer_715,45.78144065320407,2024-12-16,2024-12-19,Eric,3802.078218329509
2024-12-17,West,Phone,14,620,Chennai,Corporate,0.2745501413923665,John,UPI,No,Yes,10717,Customer_716,27.78672530953154,2024-12-17,2024-12-20,Sophie,6296.904772714258
2024-12-18,West,Phone,1,1469,Bangalore,Retail,0.1395616299365013,Sara,Card,Yes,No,10718,Customer_717,31.73470872239413,2024-12-18,2024-12-21,Sophie,1263.9839656232796
2024-12-19,West,Printer,14,1943,Mumbai,Retail,0.01895648378235486,Amit,Card,Yes,No,10719,Customer_718,36.86663005693507,2024-12-19,2024-12-22,Eric,26686.345728152384
2024-12-20,West,Printer,2,1460,Chennai,Retail,0.17945624998155857,John,Card,Yes,Yes,10720,Customer_719,42.47414008037214,2024-12-20,2024-12-23,Ryan,2395.9877500538487
2024-12-21,North,Printer,4,1757,Mumbai,Corporate,0.18054790458991435,John,Cash,Yes,Yes,10721,Customer_720,10.468002629194977,2024-12-21,2024-12-24,Cameron,5759.109326542082
2024-12-22,North,Phone,19,384,Bangalore,Retail,0.01935022760596854,John,Cash,No,No,10722,Customer_721,41.453118870315244,2024-12-22,2024-12-25,Ryan,7154.820739386854
2024-12-23,West,Printer,6,667,Mumbai,Corporate,0.2917567486900986,John,Cash,Yes,Yes,10723,Customer_722,26.657426773022756,2024-12-23,2024-12-26,Ryan,2834.3894917422253
2024-12-24,South,Printer,1,953,Chennai,Corporate,0.16320898958837268,Amit,UPI,No,No,10724,Customer_723,25.278054129867606,2024-12-24,2024-12-27,Ryan,797.4618329222808
2024-12-25,East,Chair,17,562,Mumbai,Retail,0.16793871665392926,John,UPI,No,Yes,10725,Customer_724,24.07548883986492,2024-12-25,2024-12-28,Eric,7949.5135010883605
2024-12-26,East,Laptop,8,1506,Chennai,Retail,0.15603462435071835,Meera,UPI,No,Yes,10726,Customer_725,27.914521336071918,2024-12-26,2024-12-29,Sophie,10168.094845822545
2024-12-27,South,Desk,19,1776,Chennai,Corporate,0.183219533893386,Amit,Cash,Yes,No,10727,Customer_726,47.527274902757156,2024-12-27,2024-12-30,Ryan,27561.440048301585
2024-12-28,West,Laptop,1,535,Chennai,Corporate,0.07928992583212648,John,Card,Yes,No,10728,Customer_727,29.66916977564682,2024-12-28,2024-12-31,Eric,492.57988967981237
2024-12-29,North,Chair,5,361,Bangalore,Corporate,0.08617240439245223,Amit,UPI,No,No,10729,Customer_728,47.89298922184126,2024-12-29,2025-01-01,Cameron,1649.4588100716237
2024-12-30,East,Desk,16,1383,Mumbai,Retail,0.15340172693883983,Meera,UPI,No,No,10730,Customer_729,13.113055877703827,2024-12-30,2025-01-02,Sophie,18733.526586297354
2024-12-31,Central,Printer,6,1697,Bangalore,Retail,0.24200575642907385,Meera,Cash,No,No,10731,Customer_730,37.58611904746849,2024-12-31,2025-01-03,Cameron,7717.89738803917
2025-01-01,Central,Chair,8,1824,Mumbai,Retail,0.014959372948253656,Amit,UPI,No,Yes,10732,Customer_731,41.55077923739363,2025-01-01,2025-01-04,Ryan,14373.712829939082
2025-01-02,South,Printer,13,1545,Bangalore,Retail,0.1810212636660738,John,Card,No,Yes,10733,Customer_732,35.56079741006879,2025-01-02,2025-01-05,Sophie,16449.187919266908
2025-01-03,West,Phone,16,211,Delhi,Retail,0.24203344275189417,John,Cash,Yes,No,10734,Customer_733,32.31150261019432,2025-01-03,2025-01-06,Ryan,2558.8950972696052
2025-01-04,East,Chair,3,1647,Chennai,Retail,0.047075181611168145,Meera,Cash,Yes,Yes,10735,Customer_734,30.416575148878202,2025-01-04,2025-01-07,Sophie,4708.401527659218
2025-01-05,West,Phone,19,1296,Chennai,Corporate,0.004506762594169889,John,Card,Yes,No,10736,Customer_735,43.74187171604132,2025-01-05,2025-01-08,Ryan,24513.02547788116
2025-01-06,East,Chair,12,787,Bangalore,Corporate,0.09381398854243742,Meera,Card,No,Yes,10737,Customer_736,41.974096872402505,2025-01-06,2025-01-09,Cameron,8558.020692205222
2025-01-07,South,Chair,16,400,Delhi,Corporate,0.17644311201887944,John,Card,No,Yes,10738,Customer_737,10.502992453126978,2025-01-07,2025-01-10,Cameron,5270.7640830791715
2025-01-08,South,Phone,11,721,Chennai,Retail,0.04148495202142431,Meera,UPI,Yes,No,10739,Customer_738,43.18644456638952,2025-01-08,2025-01-11,Ryan,7601.982845518084
2025-01-09,Central,Desk,10,704,Mumbai,Corporate,0.12783671129174565,Sara,Card,Yes,No,10740,Customer_739,23.63308787481991,2025-01-09,2025-01-12,Sophie,6140.02955250611
2025-01-10,West,Laptop,4,1961,Bangalore,Retail,0.16569644921228338,John,Cash,No,No,10741,Customer_740,16.416357349811484,2025-01-10,2025-01-13,Cameron,6544.277052378849
2025-01-11,Central,Printer,12,1911,Chennai,Retail,0.17966492842719514,John,Card,Yes,Yes,10742,Customer_741,44.139585560626664,2025-01-11,2025-01-14,Sophie,18811.92386130756
2025-01-12,West,Chair,2,987,Chennai,Corporate,0.08232351630011255,John,Cash,Yes,No,10743,Customer_742,24.441115983518372,2025-01-12,2025-01-15,Sophie,1811.4933788235778
2025-01-13,Central,Printer,19,1262,Bangalore,Retail,0.1200088907958874,Amit,Cash,Yes,No,10744,Customer_743,41.37641105795675,2025-01-13,2025-01-16,Cameron,21100.426816496212
2025-01-14,North,Phone,5,259,Bangalore,Corporate,0.2335017687202676,John,UPI,No,No,10745,Customer_744,16.853162538013002,2025-01-14,2025-01-17,Eric,992.6152095072534
2025-01-15,North,Printer,8,777,Mumbai,Corporate,0.2823644082362056,Amit,Card,No,No,10746,Customer_745,5.176819463999801,2025-01-15,2025-01-18,Eric,4460.822838403747
2025-01-16,North,Phone,7,520,Mumbai,Retail,0.25856409933547714,Amit,UPI,Yes,No,10747,Customer_746,27.295663680632497,2025-01-16,2025-01-19,Sophie,2698.826678418863
2025-01-17,North,Printer,14,1658,Chennai,Corporate,0.16928505052002957,Meera,Card,No,No,10748,Customer_747,9.510271548929792,2025-01-17,2025-01-20,Cameron,19282.555407329073
2025-01-18,East,Laptop,3,1859,Chennai,Corporate,0.12308784088318396,Amit,Card,Yes,Yes,10749,Customer_748,38.94691799862093,2025-01-18,2025-01-21,Eric,4890.539111394483
2025-01-19,North,Laptop,18,1899,Bangalore,Corporate,0.09988698431142547,Amit,Card,Yes,Yes,10750,Customer_749,17.423381123123466,2025-01-19,2025-01-22,Ryan,30767.66310226685
2025-01-20,South,Laptop,16,1631,Chennai,Corporate,0.03748696982520542,Sara,Card,No,Yes,10751,Customer_750,24.96405409715654,2025-01-20,2025-01-23,Sophie,25117.74003544144
2025-01-21,South,Laptop,19,1122,Chennai,Retail,0.031965374164833894,John,Card,No,Yes,10752,Customer_751,8.916510429119942,2025-01-21,2025-01-24,Eric,20636.56215355407
2025-01-22,East,Laptop,19,1609,Bangalore,Corporate,0.2065072874740973,Amit,Cash,No,No,10753,Customer_752,17.899666180126367,2025-01-22,2025-01-25,Cameron,24257.86571462937
2025-01-23,North,Laptop,18,1894,Chennai,Corporate,0.07793832485134812,John,Cash,Yes,No,10754,Customer_753,40.167060946635736,2025-01-23,2025-01-26,Cameron,31434.92662916784
2025-01-24,North,Phone,16,768,Chennai,Corporate,0.07639850592973403,Amit,Card,Yes,Yes,10755,Customer_754,11.821456035604376,2025-01-24,2025-01-27,Sophie,11349.215159135427
2025-01-25,North,Chair,8,1301,Delhi,Retail,0.2994585163433357,Meera,Cash,Yes,Yes,10756,Customer_755,34.122180250713086,2025-01-25,2025-01-28,Cameron,7291.2357618985625
2025-01-26,Central,Printer,1,1417,Mumbai,Corporate,0.056377787362138616,Sara,UPI,No,Yes,10757,Customer_756,46.28416337620255,2025-01-26,2025-01-29,Ryan,1337.1126753078495
2025-01-27,West,Laptop,17,1508,Bangalore,Retail,0.04441792784664889,Amit,UPI,Yes,No,10758,Customer_757,35.592654189097416,2025-01-27,2025-01-30,Ryan,24497.30200172331
2025-01-28,Central,Phone,12,726,Delhi,Corporate,0.029605568327976183,John,UPI,Yes,No,10759,Customer_758,41.49597601815021,2025-01-28,2025-01-31,Eric,8454.076288726672
2025-01-29,West,Phone,11,723,Mumbai,Corporate,0.17394160355003885,Meera,Card,Yes,No,10760,Customer_759,9.90372331867621,2025-01-29,2025-02-01,Cameron,6569.642426966541
2025-01-30,North,Phone,5,812,Mumbai,Corporate,0.18835914780063043,John,Card,Yes,Yes,10761,Customer_760,16.28293217009245,2025-01-30,2025-02-02,Ryan,3295.2618599294406
2025-01-31,North,Chair,12,1379,Mumbai,Retail,0.10956837787706458,Meera,Cash,No,Yes,10762,Customer_761,45.2542483508266,2025-01-31,2025-02-03,Sophie,14734.862482890334
2025-02-01,Central,Printer,17,1563,Delhi,Retail,0.16062400065344032,Sara,Cash,No,Yes,10763,Customer_762,37.17975261281401,2025-02-01,2025-02-04,Cameron,22303.059678637437
2025-02-02,Central,Chair,6,324,Delhi,Retail,0.23651985928347374,Meera,Cash,No,Yes,10764,Customer_763,33.77992218697901,2025-02-02,2025-02-05,Eric,1484.205393552927
2025-02-03,West,Desk,1,1070,Mumbai,Retail,0.2454312504965245,John,UPI,Yes,Yes,10765,Customer_764,34.8695031254765,2025-02-03,2025-02-06,Sophie,807.3885619687188
2025-02-04,South,Phone,5,479,Chennai,Retail,0.28737362271469447,John,UPI,Yes,No,10766,Customer_765,23.639024943708954,2025-02-04,2025-02-07,Sophie,1706.7401735983067
2025-02-05,West,Desk,14,1116,Chennai,Retail,0.24728039577686234,Amit,UPI,Yes,No,10767,Customer_766,7.005048422794395,2025-02-05,2025-02-08,Sophie,11760.491096382302
2025-02-06,Central,Laptop,5,821,Delhi,Corporate,0.16945243101522797,Meera,UPI,No,No,10768,Customer_767,40.2998693931828,2025-02-06,2025-02-09,Ryan,3409.397770682489
2025-02-07,Central,Laptop,1,1045,Delhi,Retail,0.05389708975105379,John,Cash,No,No,10769,Customer_768,35.54209562969092,2025-02-07,2025-02-10,Sophie,988.6775412101488
2025-02-08,East,Chair,18,1881,Delhi,Corporate,0.02992906731085272,Amit,Card,No,No,10770,Customer_769,26.276200885072612,2025-02-08,2025-02-11,Ryan,32844.66163898915
2025-02-09,Central,Printer,16,1951,Mumbai,Retail,0.01635356697325776,Sara,Card,No,Yes,10771,Customer_770,45.489182691571585,2025-02-09,2025-02-12,Sophie,30705.507053362788
2025-02-10,East,Desk,9,873,Chennai,Retail,0.1999577495356151,John,UPI,No,No,10772,Customer_771,20.12718492432945,2025-02-10,2025-02-13,Ryan,6285.931961898672
2025-02-11,South,Printer,19,1351,Delhi,Retail,0.24226087661939794,Amit,Card,Yes,Yes,10773,Customer_772,18.244478490405616,2025-02-11,2025-02-14,Cameron,19450.405558056675
2025-02-12,West,Chair,5,513,Delhi,Corporate,0.1526051852052237,John,Card,No,No,10774,Customer_773,44.27583462857493,2025-02-12,2025-02-15,Ryan,2173.5676999486013
2025-02-13,West,Laptop,2,531,Bangalore,Retail,0.016414252450091982,Meera,Card,No,Yes,10775,Customer_774,40.864444464154346,2025-02-13,2025-02-16,Ryan,1044.5680638980023
2025-02-14,East,Printer,15,1373,Mumbai,Retail,0.16064117237740144,Amit,UPI,No,Yes,10776,Customer_775,28.174091479175512,2025-02-14,2025-02-17,Cameron,17286.595054887417
2025-02-15,West,Printer,7,1677,Bangalore,Corporate,0.2807247784573651,Meera,Cash,Yes,Yes,10777,Customer_776,10.883063275603249,2025-02-15,2025-02-18,Sophie,8443.57182568899
2025-02-16,Central,Laptop,4,235,Chennai,Corporate,0.17928395727973814,Sara,Cash,No,Yes,10778,Customer_777,14.67821621592736,2025-02-16,2025-02-19,Cameron,771.4730801570462
2025-02-17,North,Desk,1,1908,Bangalore,Corporate,0.24282824653884444,Meera,Card,No,Yes,10779,Customer_778,34.5302595683963,2025-02-17,2025-02-20,Sophie,1444.6837056038846
2025-02-18,East,Laptop,13,1643,Bangalore,Corporate,0.24004579451752517,Amit,Cash,No,Yes,10780,Customer_779,22.326855702818523,2025-02-18,2025-02-21,Ryan,16231.86187490018
2025-02-19,West,Printer,7,1245,Bangalore,Retail,0.27963872993419586,John,Cash,Yes,No,10781,Customer_780,42.641293624968704,2025-02-19,2025-02-22,Sophie,6277.948468623484
2025-02-20,East,Desk,15,405,Mumbai,Corporate,0.23106862969496197,Amit,UPI,Yes,Yes,10782,Customer_781,47.747975419949185,2025-02-20,2025-02-23,Ryan,4671.258074603106
2025-02-21,East,Desk,14,838,Chennai,Retail,0.22431015420392686,Meera,UPI,No,Yes,10783,Customer_782,41.25366163737132,2025-02-21,2025-02-24,Sophie,9100.393270879531
2025-02-22,North,Laptop,19,1047,Bangalore,Retail,0.07023079949119217,Meera,Card,No,No,10784,Customer_783,21.989544034800073,2025-02-22,2025-02-25,Ryan,18495.898705721713
2025-02-23,Central,Printer,18,1579,Mumbai,Corporate,0.017977546596324435,John,Card,No,Yes,10785,Customer_784,40.49088931541408,2025-02-23,2025-02-26,Ryan,27911.042170639266
2025-02-24,East,Chair,10,639,Chennai,Retail,0.1552798395161423,Sara,Card,No,No,10786,Customer_785,20.814875306180753,2025-02-24,2025-02-27,Eric,5397.761825491851
2025-02-25,West,Printer,9,928,Delhi,Corporate,0.03733026238402656,Amit,UPI,Yes,No,10787,Customer_786,12.519503949453526,2025-02-25,2025-02-28,Sophie,8040.21764856861
2025-02-26,South,Phone,8,1319,Bangalore,Retail,0.28865876288339737,John,Cash,No,Yes,10788,Customer_787,6.502694218963583,2025-02-26,2025-03-01,Sophie,7506.072734054391
2025-02-27,East,Chair,10,1140,Chennai,Corporate,0.08697742878990856,John,UPI,Yes,Yes,10789,Customer_788,22.357252074245903,2025-02-27,2025-03-02,Eric,10408.457311795042
2025-02-28,East,Desk,17,363,Bangalore,Corporate,0.2558832610152879,John,UPI,No,No,10790,Customer_789,45.660168666377686,2025-02-28,2025-03-03,Ryan,4591.944396274658
2025-03-01,North,Chair,2,347,Delhi,Corporate,0.1162873875607378,Amit,Cash,Yes,Yes,10791,Customer_790,15.754396449005442,2025-03-01,2025-03-04,Ryan,613.296553032848
2025-03-02,Central,Desk,6,1753,Chennai,Corporate,0.09695827495721322,Amit,Cash,Yes,No,10792,Customer_791,14.29309242184028,2025-03-02,2025-03-05,Eric,9498.192864000031
2025-03-03,South,Desk,5,493,Mumbai,Corporate,0.28054757171298633,Amit,Card,No,Yes,10793,Customer_792,48.64193533584682,2025-03-03,2025-03-06,Eric,1773.4502357274885
2025-03-04,West,Chair,9,394,Chennai,Corporate,0.1089967716258672,Sara,Cash,Yes,No,10794,Customer_793,6.125185078276646,2025-03-04,2025-03-07,Cameron,3159.497447814675
2025-03-05,South,Desk,5,862,Mumbai,Retail,0.11708637259894093,John,Cash,No,Yes,10795,Customer_794,40.360196767718946,2025-03-05,2025-03-08,Ryan,3805.3577340985644
2025-03-06,West,Desk,18,679,Chennai,Retail,0.03182753388387275,Meera,Cash,Yes,Yes,10796,Customer_795,19.461648008339168,2025-03-06,2025-03-09,Cameron,11833.003880871307
2025-03-07,Central,Phone,9,322,Mumbai,Retail,0.20113399958475278,Meera,Cash,Yes,No,10797,Customer_796,6.68695805913467,2025-03-07,2025-03-10,Sophie,2315.1136692033865
2025-03-08,West,Printer,17,1623,Delhi,Corporate,0.08665182434325404,John,Card,No,No,10798,Customer_797,46.30111430943126,2025-03-08,2025-03-11,Cameron,25200.18951454528
2025-03-09,North,Printer,17,898,Delhi,Retail,0.17568125035185214,Meera,Card,No,No,10799,Customer_798,11.283904859431264,2025-03-09,2025-03-12,Eric,12584.050032128625
2025-03-10,North,Phone,12,1164,Delhi,Corporate,0.17740551121596285,Sara,Cash,Yes,No,10800,Customer_799,29.830067767656292,2025-03-10,2025-03-13,Eric,11489.999819335431
2025-03-11,North,Chair,7,1675,Chennai,Retail,0.2157599086787301,Sara,Cash,Yes,Yes,10801,Customer_800,17.33243933432965,2025-03-11,2025-03-14,Eric,9195.21507074189
2025-03-12,North,Laptop,3,860,Delhi,Retail,0.22357244585173236,Amit,Card,No,No,10802,Customer_801,7.933676098311096,2025-03-12,2025-03-15,Eric,2003.1830897025307
2025-03-13,South,Laptop,10,1327,Bangalore,Corporate,0.15433573032046183,Amit,Card,No,No,10803,Customer_802,7.246511854852059,2025-03-13,2025-03-16,Cameron,11221.964858647472
2025-03-14,Central,Laptop,2,1978,Delhi,Retail,0.0992975842810209,Amit,Cash,No,Yes,10804,Customer_803,10.200051447635246,2025-03-14,2025-03-17,Cameron,3563.1787565842815
2025-03-15,West,Phone,3,1685,Mumbai,Retail,0.25123526845042016,Amit,UPI,Yes,Yes,10805,Customer_804,8.211515625022102,2025-03-15,2025-03-18,Cameron,3785.005717983126
2025-03-16,West,Phone,16,1966,Mumbai,Retail,0.09295969482254542,Amit,Card,No,No,10806,Customer_805,39.22511519839653,2025-03-16,2025-03-19,Eric,28531.85983966201
2025-03-17,North,Desk,2,1941,Mumbai,Corporate,0.15225272834079942,Meera,Card,No,Yes,10807,Customer_806,26.850479102754313,2025-03-17,2025-03-20,Eric,3290.9549085810168
2025-03-18,North,Laptop,10,909,Chennai,Retail,0.1203757749611184,Meera,Card,Yes,No,10808,Customer_807,20.430144110704084,2025-03-18,2025-03-21,Ryan,7995.784205603434
2025-03-19,East,Chair,6,595,Bangalore,Corporate,0.25652351579090643,Amit,Cash,No,Yes,10809,Customer_808,23.82660095594032,2025-03-19,2025-03-22,Ryan,2654.2110486264637
2025-03-20,Central,Chair,11,1111,Delhi,Retail,0.12957555934374862,Sara,Cash,No,No,10810,Customer_809,46.802603100768046,2025-03-20,2025-03-23,Eric,10637.457089260048
2025-03-21,South,Laptop,7,1560,Bangalore,Retail,0.11582975665124529,Meera,Card,No,Yes,10811,Customer_810,45.98383157321663,2025-03-21,2025-03-24,Ryan,9655.139057368402
2025-03-22,West,Laptop,15,1204,Bangalore,Retail,0.20694710786929124,Sara,Cash,No,No,10812,Customer_811,37.20544160551596,2025-03-22,2025-03-25,Sophie,14322.5352318806
2025-03-23,East,Laptop,6,1822,Mumbai,Retail,0.1807323329584328,Sara,Cash,Yes,No,10813,Customer_812,44.81070698397595,2025-03-23,2025-03-26,Sophie,8956.234136098412
2025-03-24,East,Phone,9,1365,Mumbai,Corporate,0.03217405004875382,John,Card,No,Yes,10814,Customer_813,19.384161241443117,2025-03-24,2025-03-27,Eric,11889.74179515106
2025-03-25,West,Phone,12,516,Mumbai,Retail,0.15245064190318897,John,Cash,No,Yes,10815,Customer_814,22.14991967037273,2025-03-25,2025-03-28,Cameron,5248.025625335454
2025-03-26,South,Phone,19,1934,Chennai,Corporate,0.2206435164999743,Amit,UPI,No,No,10816,Customer_815,32.61704818344026,2025-03-26,2025-03-29,Sophie,28638.233342691947
2025-03-27,East,Printer,3,1781,Bangalore,Corporate,0.29762242937740685,Sara,Cash,No,No,10817,Customer_816,33.06316762837689,2025-03-27,2025-03-30,Sophie,3752.8033598365155
2025-03-28,East,Chair,15,1750,Bangalore,Retail,0.18874405019109572,Meera,Cash,No,Yes,10818,Customer_817,26.676492710555344,2025-03-28,2025-03-31,Cameron,21295.468682483737
2025-03-29,Central,Chair,2,1779,Chennai,Retail,0.11108791993239532,John,Card,No,Yes,10819,Customer_818,23.029603179707898,2025-03-29,2025-04-01,Ryan,3162.7491808805376
2025-03-30,South,Desk,2,1624,Chennai,Corporate,0.06784547994063551,John,Card,Yes,Yes,10820,Customer_819,49.37811402239128,2025-03-30,2025-04-02,Cameron,3027.6378811528157
2025-03-31,East,Phone,3,880,Chennai,Corporate,0.2618490702459961,Sara,UPI,Yes,Yes,10821,Customer_820,41.950563175297596,2025-03-31,2025-04-03,Ryan,1948.7184545505702
2025-04-01,South,Printer,6,1533,Bangalore,Retail,0.24436956363405082,John,Cash,Yes,Yes,10822,Customer_821,24.574108904962035,2025-04-01,2025-04-04,Ryan,6950.288753694001
2025-04-02,West,Printer,15,694,Bangalore,Retail,0.07017684623381545,John,UPI,No,Yes,10823,Customer_822,37.72816147578058,2025-04-02,2025-04-05,Cameron,9679.45903070598
2025-04-03,North,Chair,10,755,Mumbai,Retail,0.06018962704397204,Meera,UPI,No,Yes,10824,Customer_823,17.130276196360676,2025-04-03,2025-04-06,Ryan,7095.568315818011
2025-04-04,East,Phone,9,809,Mumbai,Retail,0.21454103304335267,Sara,Card,No,Yes,10825,Customer_824,9.507619680679845,2025-04-04,2025-04-07,Sophie,5718.926738411349
2025-04-05,Central,Desk,1,1996,Bangalore,Retail,0.09448561857562783,John,Cash,Yes,Yes,10826,Customer_825,20.859396149873326,2025-04-05,2025-04-08,Eric,1807.4067053230467
2025-04-06,West,Phone,16,308,Mumbai,Corporate,0.09191963950858735,Sara,Card,No,No,10827,Customer_826,23.13377600555274,2025-04-06,2025-04-09,Ryan,4475.020016501681
2025-04-07,South,Laptop,6,571,Chennai,Retail,0.04568707412029658,John,UPI,Yes,Yes,10828,Customer_827,5.744170605230186,2025-04-07,2025-04-10,Sophie,3269.4760840638637
2025-04-08,West,Phone,9,1054,Delhi,Retail,0.07919265591294897,Meera,UPI,No,Yes,10829,Customer_828,41.66564007361532,2025-04-08,2025-04-11,Cameron,8734.778466009766
2025-04-09,East,Laptop,4,815,Mumbai,Corporate,0.12825226727779487,Sara,Card,No,No,10830,Customer_829,21.163703107513168,2025-04-09,2025-04-12,Ryan,2841.8976086743887
2025-04-10,South,Laptop,2,967,Bangalore,Retail,0.21985150118172467,John,Card,Yes,No,10831,Customer_830,31.118817460106616,2025-04-10,2025-04-13,Sophie,1508.8071967145445
2025-04-11,North,Desk,4,405,Mumbai,Retail,0.10089242832412493,Meera,Card,Yes,No,10832,Customer_831,8.328343427193019,2025-04-11,2025-04-14,Ryan,1456.5542661149177
2025-04-12,West,Chair,1,1046,Mumbai,Corporate,0.0985813018439528,John,Card,Yes,No,10833,Customer_832,12.87485729377628,2025-04-12,2025-04-15,Cameron,942.8839582712254
2025-04-13,East,Phone,19,242,Mumbai,Retail,0.08547397576573075,Sara,Card,Yes,No,10834,Customer_833,45.0362176397402,2025-04-13,2025-04-16,Eric,4204.99065942917
2025-04-14,Central,Laptop,10,1064,Delhi,Corporate,0.1434851002533129,John,UPI,Yes,No,10835,Customer_834,32.39093875472604,2025-04-14,2025-04-17,Ryan,9113.318533304751
2025-04-15,South,Phone,15,1468,Chennai,Retail,0.054191009382394593,Sara,Card,Yes,Yes,10836,Customer_835,47.76278225767185,2025-04-15,2025-04-18,Eric,20826.71397339967
2025-04-16,West,Chair,19,1510,Bangalore,Retail,0.14568922020963765,Sara,Cash,No,No,10837,Customer_836,49.94375154760926,2025-04-16,2025-04-19,Ryan,24510.176272185498
2025-04-17,West,Chair,16,1578,Delhi,Retail,0.21125266685840696,John,UPI,Yes,No,10838,Customer_837,21.733705189989248,2025-04-17,2025-04-20,Ryan,19914.29266715894
2025-04-18,North,Printer,4,984,Bangalore,Corporate,0.008937151209786652,Meera,UPI,No,No,10839,Customer_838,18.446137883747358,2025-04-18,2025-04-21,Cameron,3900.8233728382797
2025-04-19,North,Chair,2,675,Bangalore,Corporate,0.002933814091728559,Amit,Cash,No,Yes,10840,Customer_839,43.62602248215936,2025-04-19,2025-04-22,Ryan,1346.0393509761664
2025-04-20,Central,Desk,13,282,Bangalore,Corporate,0.022536873046352768,Meera,Cash,No,No,10841,Customer_840,49.937514216685436,2025-04-20,2025-04-23,Sophie,3583.379823412071
2025-04-21,Central,Laptop,1,1333,Delhi,Corporate,0.16069801851843363,Meera,UPI,No,Yes,10842,Customer_841,33.333855540460576,2025-04-21,2025-04-24,Sophie,1118.7895413149279
2025-04-22,East,Printer,17,389,Chennai,Retail,0.25633652495562104,John,Card,No,No,10843,Customer_842,40.781332513018505,2025-04-22,2025-04-25,Eric,4917.846560468478
2025-04-23,East,Desk,13,999,Bangalore,Corporate,0.0014653398060755828,Meera,UPI,Yes,No,10844,Customer_843,40.17856364668735,2025-04-23,2025-04-26,Eric,12967.969631938497
2025-04-24,Central,Phone,4,1135,Chennai,Corporate,0.2809983913754043,Meera,UPI,Yes,Yes,10845,Customer_844,20.99028686987961,2025-04-24,2025-04-27,Sophie,3264.2673031556646
2025-04-25,Central,Laptop,7,450,Chennai,Corporate,0.03188355347116074,Amit,Cash,Yes,Yes,10846,Customer_845,30.842167111568923,2025-04-25,2025-04-28,Eric,3049.5668065658433
2025-04-26,South,Chair,17,1947,Mumbai,Retail,0.2525950584174679,Meera,UPI,No,No,10847,Customer_846,42.48756235688961,2025-04-26,2025-04-29,Eric,24738.35616144023
2025-04-27,North,Laptop,9,490,Delhi,Retail,0.14485642949488403,Amit,Card,Yes,Yes,10848,Customer_847,35.9651244317475,2025-04-27,2025-04-30,Sophie,3771.183145927562
2025-04-28,East,Phone,4,1868,Delhi,Corporate,0.19780721618365318,John,Cash,No,Yes,10849,Customer_848,5.952371629191722,2025-04-28,2025-05-01,Sophie,5993.984480675744
